,season,league_name,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
23,2021-2022,Premier-League-Stats,Jonas Lössl,dk DEN,GK,Brentford,32,1989,2.0,2.0,180.0,2.0,5.0,2.5,7.0,2.0,28.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.46,-1.8,-0.9,9.0,25.0,36.0,48.0,6.0,43.8,35.7,13.0,30.8,31.7,30.0,1.0,3.3,5.0,2.5,22.7
24,2021-2022,Premier-League-Stats,Emiliano Martínez,ar ARG,GK,Aston Villa,28,1992,36.0,36.0,3240.0,36.0,48.0,1.33,140.0,93.0,68.6,13.0,6.0,17.0,11.0,30.6,6.0,4.0,1.0,1.0,20.0,2.0,5.0,2.0,42.1,0.27,-3.9,-0.11,146.0,406.0,36.0,824.0,162.0,36.4,33.6,275.0,38.5,34.1,474.0,34.0,7.2,33.0,0.92,15.4
25,2021-2022,Premier-League-Stats,Alex McCarthy,eng ENG,GK,Southampton,31,1989,17.0,17.0,1530.0,17.0,27.0,1.59,71.0,44.0,62.0,3.0,7.0,7.0,5.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.5,0.31,-5.5,-0.32,74.0,246.0,30.1,383.0,78.0,40.7,34.7,125.0,72.0,50.6,255.0,22.0,8.6,5.0,0.29,9.6
26,2021-2022,Premier-League-Stats,Edouard Mendy,sn SEN,GK,Chelsea,29,1992,34.0,34.0,3060.0,34.0,31.0,0.91,102.0,72.0,75.5,19.0,10.0,5.0,14.0,41.2,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,28.4,0.22,-1.6,-0.05,83.0,193.0,43.0,779.0,154.0,18.9,25.3,177.0,26.0,24.9,375.0,28.0,7.5,46.0,1.35,14.9
27,2021-2022,Premier-League-Stats,Illan Meslier,fr FRA,GK,Leeds United,21,2000,38.0,38.0,3384.0,37.6,79.0,2.1,220.0,142.0,66.4,9.0,11.0,18.0,5.0,13.2,5.0,5.0,0.0,0.0,0.0,3.0,10.0,1.0,61.8,0.26,-16.2,-0.43,108.0,410.0,26.3,1101.0,274.0,27.5,29.3,288.0,37.2,33.3,438.0,23.0,5.3,45.0,1.2,14.2
28,2021-2022,Premier-League-Stats,Robin Olsen,se SWE,GK,Aston Villa,31,1990,1.0,1.0,90.0,1.0,3.0,3.0,5.0,2.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.44,-0.8,-0.78,8.0,25.0,32.0,26.0,7.0,46.2,38.3,20.0,65.0,48.6,28.0,5.0,17.9,0.0,0.0,5.8
29,2021-2022,Premier-League-Stats,Jordan Pickford,eng ENG,GK,Everton,27,1994,35.0,35.0,3150.0,35.0,58.0,1.66,170.0,116.0,66.5,10.0,6.0,19.0,7.0,20.0,1.0,1.0,0.0,0.0,0.0,2.0,10.0,4.0,51.7,0.31,-2.3,-0.07,272.0,782.0,34.8,873.0,119.0,64.6,46.4,267.0,81.6,60.5,518.0,23.0,4.4,35.0,1.0,14.9
30,2021-2022,Premier-League-Stats,Nick Pope,eng ENG,GK,Burnley,29,1992,36.0,36.0,3240.0,36.0,47.0,1.31,165.0,119.0,74.5,7.0,14.0,15.0,9.0,25.0,5.0,5.0,0.0,0.0,0.0,1.0,6.0,1.0,44.3,0.25,-1.7,-0.05,319.0,807.0,39.5,793.0,147.0,69.2,46.2,283.0,91.2,61.2,605.0,46.0,7.6,80.0,2.22,17.4
31,2021-2022,Premier-League-Stats,Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34.0,34.0,3060.0,34.0,39.0,1.15,128.0,90.0,73.4,21.0,3.0,10.0,12.0,35.3,6.0,5.0,0.0,1.0,0.0,0.0,3.0,1.0,38.2,0.26,0.2,0.0,134.0,480.0,27.9,993.0,162.0,34.8,33.2,181.0,74.0,55.1,414.0,26.0,6.3,60.0,1.76,16.4
32,2021-2022,Premier-League-Stats,David Raya,es ESP,GK,Brentford,25,1995,24.0,24.0,2160.0,24.0,27.0,1.13,103.0,76.0,77.7,10.0,5.0,9.0,8.0,33.3,4.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,26.2,0.22,-0.8,-0.03,225.0,527.0,42.7,876.0,118.0,44.4,36.2,202.0,68.3,49.9,402.0,27.0,6.7,35.0,1.46,15.8
33,2021-2022,Premier-League-Stats,John Ruddy,eng ENG,GK,Wolves,34,1986,2.0,1.0,135.0,1.5,3.0,2.0,7.0,4.0,57.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.9,0.42,-0.1,-0.05,1.0,11.0,9.1,19.0,4.0,42.1,36.1,14.0,21.4,28.5,13.0,1.0,7.7,1.0,0.67,14.2
34,2021-2022,Premier-League-Stats,José Sá,pt POR,GK,Wolves,28,1993,37.0,37.0,3285.0,36.5,40.0,1.1,160.0,121.0,80.6,15.0,5.0,17.0,11.0,29.7,10.0,9.0,0.0,1.0,0.0,1.0,1.0,1.0,46.3,0.24,7.3,0.2,121.0,412.0,29.4,844.0,216.0,35.4,34.7,261.0,43.3,36.9,549.0,43.0,7.8,40.0,1.1,13.3
35,2021-2022,Premier-League-Stats,Robert Sánchez,es ESP,GK,Brighton,23,1997,37.0,37.0,3329.0,37.0,42.0,1.14,141.0,99.0,72.3,12.0,15.0,10.0,11.0,29.7,4.0,3.0,0.0,1.0,0.0,1.0,5.0,0.0,40.9,0.28,-1.1,-0.03,158.0,561.0,28.2,1285.0,186.0,31.9,33.0,234.0,64.5,48.9,517.0,60.0,11.6,36.0,0.97,12.9
36,2021-2022,Premier-League-Stats,Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37.0,37.0,3330.0,37.0,58.0,1.57,187.0,128.0,72.7,13.0,10.0,14.0,7.0,18.9,9.0,7.0,2.0,0.0,22.2,1.0,14.0,1.0,55.5,0.26,-1.5,-0.04,194.0,486.0,39.9,999.0,166.0,36.0,34.1,291.0,43.3,37.5,533.0,15.0,2.8,38.0,1.03,14.8
37,2021-2022,Premier-League-Stats,Jason Steele,eng ENG,GK,Brighton,30,1990,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,0.33,-0.4,-0.37,2.0,6.0,33.3,32.0,2.0,9.4,23.9,6.0,50.0,40.0,16.0,0.0,0.0,0.0,0.0,9.3
38,2021-2022,Premier-League-Stats,Jed Steer,eng ENG,GK,Aston Villa,28,1992,1.0,1.0,90.0,1.0,3.0,3.0,4.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.55,-0.8,-0.81,3.0,11.0,27.3,32.0,7.0,28.1,30.4,6.0,33.3,31.2,11.0,1.0,9.1,1.0,1.0,16.3
39,2021-2022,Premier-League-Stats,Zack Steffen,us USA,GK,Manchester City,26,1995,1.0,1.0,90.0,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.1,0.15,1.0,6.0,16.7,32.0,6.0,15.6,23.4,7.0,14.3,19.3,10.0,0.0,0.0,3.0,3.0,16.6
40,2021-2022,Premier-League-Stats,Danny Ward,wls WAL,GK,Leicester City,28,1993,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,0.28,0.4,0.42,2.0,5.0,40.0,26.0,8.0,19.2,25.8,7.0,0.0,19.3,18.0,1.0,5.6,1.0,1.0,10.7
41,2021-2022,Premier-League-Stats,Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4.0,4.0,360.0,4.0,12.0,3.0,22.0,9.0,54.5,0.0,1.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,33.3,0.0,0.0,0.0,8.8,0.29,-3.2,-0.8,23.0,66.0,34.8,79.0,11.0,50.6,38.1,39.0,66.7,47.9,55.0,3.0,5.5,0.0,0.0,7.8
0,2020-2021,Premier-League-Stats,Adrián,es ESP,GK,Liverpool,33,1987,3.0,3.0,270.0,3.0,9.0,3.0,18.0,9.0,50.0,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.8,0.38,-2.2,-0.72,11.0,28.0,39.3,77.0,19.0,31.2,31.3,22.0,18.2,21.1,35.0,0.0,0.0,6.0,2.0,17.0
1,2020-2021,Premier-League-Stats,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,25,1995,1.0,0.0,16.0,0.2,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.5,0.0,3.0,0.0,10.0,2.0,30.0,28.2,1.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
2,2020-2021,Premier-League-Stats,Alisson,br BRA,GK,Liverpool,27,1992,33.0,33.0,2970.0,33.0,32.0,0.97,115.0,82.0,75.7,18.0,8.0,7.0,10.0,30.3,8.0,4.0,1.0,3.0,20.0,1.0,4.0,0.0,35.0,0.27,3.0,0.09,74.0,194.0,38.1,980.0,165.0,14.9,25.7,173.0,27.7,30.4,341.0,20.0,5.9,87.0,2.64,18.6
3,2020-2021,Premier-League-Stats,Alphonse Areola,fr FRA,GK,Fulham,27,1993,36.0,36.0,3240.0,36.0,48.0,1.33,161.0,114.0,73.9,5.0,13.0,18.0,9.0,25.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,50.5,0.28,3.5,0.1,144.0,389.0,37.0,760.0,173.0,32.8,30.0,251.0,55.8,39.8,501.0,26.0,5.2,31.0,0.86,13.0
4,2020-2021,Premier-League-Stats,Kepa Arrizabalaga,es ESP,GK,Chelsea,25,1994,7.0,6.0,585.0,6.5,8.0,1.23,23.0,15.0,69.6,2.0,2.0,2.0,2.0,33.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.31,0.0,0.0,21.0,53.0,39.6,200.0,41.0,18.5,27.3,46.0,34.8,31.1,68.0,3.0,4.4,1.0,0.15,9.6
5,2020-2021,Premier-League-Stats,Jack Butland,eng ENG,GK,Crystal Palace,27,1993,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,-1.0,-1.02,3.0,18.0,16.7,13.0,2.0,76.9,48.9,8.0,100.0,68.1,18.0,1.0,5.6,2.0,2.0,23.3
6,2020-2021,Premier-League-Stats,David Button,eng ENG,GK,West Brom,31,1989,1.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.14,-1.2,-1.18,8.0,27.0,29.6,25.0,1.0,60.0,41.8,12.0,100.0,64.4,25.0,0.0,0.0,0.0,0.0,7.0
7,2020-2021,Premier-League-Stats,Willy Caballero,ar ARG,GK,Chelsea,38,1981,1.0,1.0,90.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.5,-1.5,-1.49,1.0,3.0,33.3,20.0,2.0,15.0,21.6,6.0,0.0,19.2,9.0,0.0,0.0,3.0,3.0,28.0
8,2020-2021,Premier-League-Stats,Scott Carson,eng ENG,GK,Manchester City,34,1985,1.0,1.0,90.0,1.0,3.0,3.0,5.0,1.0,60.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,0.0,1.0,0.0,2.4,0.09,-0.6,-0.56,0.0,1.0,0.0,14.0,6.0,0.0,18.9,2.0,50.0,29.5,10.0,0.0,0.0,0.0,0.0,16.5
9,2020-2021,Premier-League-Stats,Kiko Casilla,es ESP,GK,Leeds United,33,1986,3.0,3.0,270.0,3.0,2.0,0.67,10.0,8.0,80.0,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.32,1.2,0.41,5.0,14.0,35.7,67.0,20.0,10.4,23.2,31.0,22.6,24.7,30.0,4.0,13.3,1.0,0.33,10.8
10,2020-2021,Premier-League-Stats,Karl Darlow,eng ENG,GK,Newcastle Utd,29,1990,25.0,25.0,2250.0,25.0,43.0,1.72,126.0,84.0,68.3,7.0,4.0,14.0,4.0,16.0,4.0,3.0,1.0,0.0,25.0,1.0,4.0,2.0,37.2,0.27,-3.8,-0.15,175.0,505.0,34.7,504.0,92.0,65.3,44.9,216.0,81.5,55.3,401.0,18.0,4.5,10.0,0.4,9.2
11,2020-2021,Premier-League-Stats,Martin Dúbravka,sk SVK,GK,Newcastle Utd,31,1989,13.0,13.0,1170.0,13.0,19.0,1.46,62.0,44.0,71.0,5.0,5.0,3.0,3.0,23.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.6,0.25,-1.4,-0.11,70.0,166.0,42.2,316.0,67.0,32.9,32.5,122.0,50.8,40.5,244.0,9.0,3.7,11.0,0.85,12.6
12,2020-2021,Premier-League-Stats,Ederson,br BRA,GK,Manchester City,26,1993,36.0,36.0,3240.0,36.0,28.0,0.78,93.0,65.0,77.4,25.0,5.0,6.0,19.0,52.8,8.0,7.0,1.0,0.0,12.5,0.0,2.0,1.0,28.6,0.23,1.6,0.05,108.0,266.0,40.6,967.0,161.0,20.6,28.4,153.0,43.8,39.3,309.0,19.0,6.1,44.0,1.22,16.6
13,2020-2021,Premier-League-Stats,Łukasz Fabiański,pl POL,GK,West Ham,35,1985,35.0,35.0,3150.0,35.0,44.0,1.26,138.0,97.0,70.3,17.0,8.0,10.0,10.0,28.6,5.0,3.0,1.0,1.0,25.0,0.0,4.0,4.0,40.8,0.27,0.8,0.02,238.0,609.0,39.1,738.0,154.0,54.9,40.4,272.0,75.0,51.9,516.0,26.0,5.0,15.0,0.43,10.8
14,2020-2021,Premier-League-Stats,Fraser Forster,eng ENG,GK,Southampton,32,1988,8.0,8.0,720.0,8.0,11.0,1.37,31.0,19.0,71.0,4.0,0.0,4.0,2.0,25.0,3.0,2.0,1.0,0.0,33.3,0.0,1.0,0.0,9.8,0.23,-1.2,-0.16,30.0,134.0,22.4,207.0,28.0,44.0,35.3,64.0,67.2,44.2,142.0,6.0,4.2,14.0,1.75,15.6
15,2020-2021,Premier-League-Stats,David de Gea,es ESP,GK,Manchester Utd,29,1990,26.0,26.0,2295.0,25.5,32.0,1.25,90.0,59.0,68.9,12.0,9.0,5.0,9.0,34.6,4.0,4.0,0.0,0.0,0.0,1.0,5.0,2.0,28.1,0.27,-1.9,-0.08,67.0,174.0,38.5,417.0,88.0,28.1,29.7,172.0,33.1,29.1,310.0,2.0,0.6,28.0,1.1,16.8
16,2020-2021,Premier-League-Stats,Vicente Guaita,es ESP,GK,Crystal Palace,33,1987,37.0,37.0,3330.0,37.0,64.0,1.73,169.0,104.0,63.9,11.0,8.0,18.0,8.0,21.6,4.0,3.0,1.0,0.0,25.0,1.0,9.0,0.0,50.2,0.28,-13.8,-0.37,223.0,651.0,34.3,762.0,156.0,50.5,38.5,315.0,84.4,56.0,604.0,19.0,3.1,24.0,0.65,13.3
17,2020-2021,Premier-League-Stats,Dean Henderson,eng ENG,GK,Manchester Utd,23,1997,13.0,12.0,1125.0,12.5,12.0,0.96,51.0,39.0,76.5,9.0,2.0,1.0,4.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.2,0.23,-0.8,-0.06,19.0,92.0,20.7,230.0,66.0,28.3,30.9,94.0,28.7,30.0,169.0,9.0,5.3,19.0,1.52,17.4
18,2020-2021,Premier-League-Stats,Sam Johnstone,eng ENG,GK,West Brom,27,1993,37.0,37.0,3330.0,37.0,74.0,2.0,234.0,162.0,71.4,4.0,11.0,22.0,6.0,16.2,11.0,7.0,1.0,3.0,12.5,2.0,7.0,3.0,67.2,0.26,-3.8,-0.1,293.0,889.0,33.0,994.0,182.0,63.8,45.0,296.0,86.1,56.8,645.0,20.0,3.1,38.0,1.03,14.0
19,2020-2021,Premier-League-Stats,Caoimhín Kelleher,ie IRL,GK,Liverpool,21,1998,2.0,2.0,180.0,2.0,1.0,0.5,7.0,6.0,85.7,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.3,1.1,0.55,2.0,15.0,13.3,50.0,12.0,22.0,28.5,14.0,28.6,30.4,27.0,1.0,3.7,2.0,1.0,16.3
20,2020-2021,Premier-League-Stats,Bernd Leno,de GER,GK,Arsenal,28,1992,35.0,35.0,3131.0,34.8,37.0,1.06,117.0,83.0,69.2,17.0,6.0,12.0,11.0,31.4,2.0,1.0,1.0,0.0,50.0,0.0,3.0,4.0,32.3,0.26,-0.7,-0.02,78.0,293.0,26.6,953.0,183.0,17.2,25.4,227.0,56.8,43.0,487.0,18.0,3.7,33.0,0.95,16.1
21,2020-2021,Premier-League-Stats,Hugo Lloris,fr FRA,GK,Tottenham,33,1986,38.0,38.0,3420.0,38.0,45.0,1.18,155.0,113.0,77.4,18.0,8.0,12.0,12.0,31.6,10.0,10.0,0.0,0.0,0.0,0.0,3.0,3.0,45.6,0.24,3.6,0.1,159.0,408.0,39.0,814.0,180.0,38.6,32.4,264.0,35.6,28.1,590.0,23.0,3.9,24.0,0.63,13.1
22,2020-2021,Premier-League-Stats,Emiliano Martínez,ar ARG,GK,Aston Villa,27,1992,38.0,38.0,3420.0,38.0,46.0,1.21,186.0,133.0,78.0,16.0,7.0,15.0,15.0,39.5,6.0,5.0,1.0,0.0,16.7,2.0,4.0,1.0,49.2,0.24,4.2,0.11,247.0,639.0,38.7,1058.0,177.0,45.1,37.1,253.0,64.0,47.0,613.0,42.0,6.9,34.0,0.89,14.2
23,2020-2021,Premier-League-Stats,Alex McCarthy,eng ENG,GK,Southampton,30,1989,30.0,30.0,2700.0,30.0,57.0,1.9,147.0,91.0,65.3,8.0,7.0,15.0,7.0,23.3,6.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,46.5,0.28,-9.5,-0.32,109.0,435.0,25.1,900.0,131.0,37.1,32.0,171.0,59.1,41.1,365.0,23.0,6.3,31.0,1.03,15.6
24,2020-2021,Premier-League-Stats,Edouard Mendy,sn SEN,GK,Chelsea,28,1992,31.0,31.0,2745.0,30.5,25.0,0.82,81.0,56.0,71.6,17.0,7.0,7.0,16.0,51.6,3.0,2.0,1.0,0.0,33.3,1.0,4.0,1.0,21.9,0.24,-2.1,-0.07,71.0,197.0,36.0,846.0,126.0,17.6,25.4,179.0,26.8,25.7,335.0,17.0,5.1,27.0,0.89,15.2
25,2020-2021,Premier-League-Stats,Illan Meslier,fr FRA,GK,Leeds United,20,2000,35.0,35.0,3150.0,35.0,52.0,1.49,188.0,137.0,76.6,16.0,5.0,14.0,11.0,31.4,9.0,8.0,1.0,0.0,11.1,1.0,11.0,2.0,46.6,0.21,-3.4,-0.1,100.0,305.0,32.8,1099.0,286.0,19.7,27.4,267.0,33.3,29.4,447.0,24.0,5.4,19.0,0.54,11.9
26,2020-2021,Premier-League-Stats,Will Norris,eng ENG,GK,Burnley,26,1993,2.0,2.0,180.0,2.0,4.0,2.0,6.0,2.0,33.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.15,-3.1,-1.54,20.0,48.0,41.7,39.0,1.0,82.1,54.5,18.0,88.9,62.8,27.0,2.0,7.4,1.0,0.5,10.0
27,2020-2021,Premier-League-Stats,Robin Olsen,se SWE,GK,Everton,30,1990,7.0,7.0,630.0,7.0,9.0,1.29,30.0,21.0,73.3,2.0,3.0,2.0,2.0,28.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.29,0.5,0.07,36.0,93.0,38.7,148.0,23.0,42.6,35.6,51.0,58.8,42.9,88.0,4.0,4.5,4.0,0.57,12.3
28,2020-2021,Premier-League-Stats,Rui Patrício,pt POR,GK,Wolves,32,1988,37.0,37.0,3329.0,37.0,51.0,1.38,148.0,99.0,70.3,12.0,9.0,16.0,10.0,27.0,8.0,7.0,1.0,0.0,12.5,1.0,8.0,3.0,45.3,0.26,-2.7,-0.07,160.0,383.0,41.8,540.0,146.0,43.9,35.5,268.0,54.5,36.8,558.0,21.0,3.8,12.0,0.32,10.6
29,2020-2021,Premier-League-Stats,Bailey Peacock-Farrell,nir NIR,GK,Burnley,23,1996,4.0,4.0,360.0,4.0,14.0,3.5,24.0,10.0,41.7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.9,0.33,-6.1,-1.52,43.0,94.0,45.7,83.0,6.0,80.7,49.8,29.0,93.1,64.8,50.0,0.0,0.0,4.0,1.0,22.8
30,2020-2021,Premier-League-Stats,Jordan Pickford,eng ENG,GK,Everton,26,1994,31.0,31.0,2742.0,30.5,39.0,1.28,128.0,90.0,71.1,15.0,5.0,11.0,10.0,32.3,3.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,37.9,0.28,-0.1,0.0,230.0,590.0,39.0,951.0,151.0,47.4,37.8,198.0,70.2,52.4,468.0,20.0,4.3,31.0,1.02,13.3
31,2020-2021,Premier-League-Stats,Nick Pope,eng ENG,GK,Burnley,28,1992,32.0,32.0,2880.0,32.0,37.0,1.16,149.0,113.0,77.2,10.0,9.0,13.0,11.0,34.4,3.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,40.2,0.25,4.2,0.13,254.0,699.0,36.3,724.0,136.0,67.1,46.3,251.0,84.9,58.9,523.0,32.0,6.1,73.0,2.28,18.1
32,2020-2021,Premier-League-Stats,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22,1998,38.0,38.0,3420.0,38.0,63.0,1.66,206.0,145.0,70.9,7.0,2.0,29.0,5.0,13.2,4.0,3.0,0.0,1.0,0.0,0.0,8.0,3.0,54.3,0.26,-5.7,-0.15,263.0,817.0,32.2,866.0,128.0,64.5,45.5,281.0,91.8,64.5,578.0,33.0,5.7,34.0,0.89,12.8
33,2020-2021,Premier-League-Stats,Darren Randolph,ie IRL,GK,West Ham,33,1987,3.0,3.0,270.0,3.0,3.0,1.0,9.0,6.0,66.7,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.2,0.13,-1.8,-0.6,12.0,39.0,30.8,43.0,5.0,55.8,42.2,23.0,65.2,45.7,49.0,0.0,0.0,2.0,0.67,13.6
34,2020-2021,Premier-League-Stats,Marek Rodák,sk SVK,GK,Fulham,23,1996,2.0,2.0,180.0,2.0,5.0,2.5,9.0,4.0,55.6,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.44,-1.0,-0.48,6.0,13.0,46.2,40.0,6.0,27.5,30.2,7.0,28.6,30.1,17.0,1.0,5.9,2.0,1.0,14.0
35,2020-2021,Premier-League-Stats,John Ruddy,eng ENG,GK,Wolves,33,1986,2.0,1.0,91.0,1.0,1.0,0.99,4.0,3.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.22,-0.1,-0.11,1.0,6.0,16.7,19.0,10.0,26.3,33.2,5.0,20.0,31.0,19.0,3.0,15.8,0.0,0.0,8.7
36,2020-2021,Premier-League-Stats,Mathew Ryan,au AUS,GK,Arsenal,28,1992,3.0,3.0,270.0,3.0,2.0,0.67,10.0,8.0,90.0,1.0,1.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.27,1.6,0.55,3.0,7.0,42.9,59.0,21.0,6.8,21.9,9.0,33.3,29.9,28.0,6.0,21.4,4.0,1.33,14.3
37,2020-2021,Premier-League-Stats,Mathew Ryan,au AUS,GK,Brighton,28,1992,11.0,11.0,990.0,11.0,19.0,1.73,34.0,16.0,55.9,2.0,4.0,5.0,2.0,18.2,4.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,12.6,0.26,-5.4,-0.49,42.0,111.0,37.8,355.0,61.0,25.4,28.8,56.0,37.5,32.7,136.0,6.0,4.4,4.0,0.36,10.6
38,2020-2021,Premier-League-Stats,Robert Sánchez,es ESP,GK,Brighton,22,1997,27.0,27.0,2430.0,27.0,27.0,1.0,91.0,65.0,72.5,7.0,10.0,10.0,10.0,37.0,3.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,23.3,0.24,-2.7,-0.1,151.0,411.0,36.7,925.0,118.0,34.7,33.6,177.0,50.8,41.1,340.0,22.0,6.5,29.0,1.07,14.5
39,2020-2021,Premier-League-Stats,Kasper Schmeichel,dk DEN,GK,Leicester City,33,1986,38.0,38.0,3420.0,38.0,50.0,1.32,136.0,88.0,66.2,20.0,6.0,12.0,11.0,28.9,4.0,4.0,0.0,0.0,0.0,0.0,9.0,2.0,42.2,0.29,-5.8,-0.15,159.0,425.0,37.4,1038.0,181.0,32.1,33.2,210.0,43.8,37.9,484.0,20.0,4.1,19.0,0.5,13.6
40,2020-2021,Premier-League-Stats,Zack Steffen,us USA,GK,Manchester City,25,1995,1.0,1.0,90.0,1.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.47,-0.1,-0.06,0.0,4.0,0.0,22.0,4.0,13.6,27.0,8.0,12.5,12.3,14.0,0.0,0.0,0.0,0.0,0.0
41,2020-2021,Premier-League-Stats,João Virgínia,pt POR,GK,Everton,20,1999,1.0,0.0,48.0,0.5,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.58,2.0,9.0,22.2,12.0,3.0,50.0,44.6,3.0,100.0,67.3,4.0,1.0,25.0,0.0,0.0,10.0
0,2019-2020,Premier-League-Stats,Adrián,es ESP,GK,Liverpool,32,1987,11.0,9.0,875.0,9.7,10.0,1.03,27.0,17.0,63.0,9.0,0.0,0.0,2.0,22.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.5,0.28,-2.5,-0.26,36.0,99.0,36.4,241.0,51.0,33.2,33.0,70.0,27.1,29.2,127.0,7.0,5.5,14.0,1.44,15.3
